race,year,stage,distance,vertical meters,profile score,startlist quality,time gap
giro-d-italia,2020,15,185.0,4515.0,347.0,765.0,2.0
giro-d-italia,2020,16,229.0,4056.0,238.0,765.0,7.0
giro-d-italia,2020,17,203.0,5650.0,316.0,765.0,31.0
giro-d-italia,2020,18,207.0,5848.0,400.0,765.0,0
giro-d-italia,2020,19,124.0,406.0,11.0,765.0,18.0
giro-d-italia,2020,20,190.0,3716.0,262.0,765.0,0
giro-d-italia,2020,21,15.7,3.0,0.0,765.0,32.0
giro-d-italia,2021,1,8.6,48.0,1.0,885.0,10.0
giro-d-italia,2021,2,179.0,707.0,9.0,885.0,0
giro-d-italia,2021,3,190.0,1870.0,103.0,885.0,4.0
giro-d-italia,2021,4,187.0,3138.0,252.0,885.0,13.0
giro-d-italia,2021,5,177.0,363.0,0.0,885.0,0
giro-d-italia,2021,6,160.0,3595.0,221.0,885.0,12.0
giro-d-italia,2021,7,181.0,1725.0,37.0,885.0,0
giro-d-italia,2021,8,170.0,3085.0,133.0,885.0,36.0
giro-d-italia,2021,9,158.0,3503.0,196.0,885.0,7.0
giro-d-italia,2021,10,139.0,1460.0,60.0,885.0,0
giro-d-italia,2021,11,162.0,2364.0,174.0,885.0,1.0
giro-d-italia,2021,12,212.0,4433.0,223.0,885.0,0
giro-d-italia,2021,13,198.0,199.0,0.0,885.0,0
giro-d-italia,2021,14,205.0,3580.0,341.0,885.0,26.0
giro-d-italia,2021,15,147.0,1682.0,106.0,885.0,0
giro-d-italia,2021,16,153.0,3942.0,295.0,885.0,27.0
giro-d-italia,2021,17,193.0,3703.0,408.0,885.0,13.0
giro-d-italia,2021,18,231.0,1398.0,74.0,885.0,17.0
giro-d-italia,2021,19,166.0,2811.0,292.0,885.0,11.0
giro-d-italia,2021,20,164.0,3867.0,305.0,885.0,24.0
giro-d-italia,2021,21,30.3,24.0,0.0,885.0,12.0
giro-d-italia,2022,1,195.0,1390.0,51.0,817.0,0
giro-d-italia,2022,2,9.2,81.0,8.0,817.0,3.0
giro-d-italia,2022,3,201.0,1150.0,7.0,817.0,0
giro-d-italia,2022,4,172.0,3626.0,251.0,817.0,0
giro-d-italia,2022,5,174.0,1968.0,31.0,817.0,0
giro-d-italia,2022,6,192.0,1498.0,49.0,817.0,0
giro-d-italia,2022,7,196.0,4730.0,246.0,817.0,2.0
giro-d-italia,2022,8,153.0,2243.0,123.0,817.0,0
giro-d-italia,2022,9,191.0,5080.0,458.0,817.0,0
giro-d-italia,2022,10,196.0,1764.0,86.0,817.0,0
giro-d-italia,2022,11,203.0,369.0,0.0,817.0,0
giro-d-italia,2022,12,204.0,2867.0,112.0,817.0,0
giro-d-italia,2022,13,150.0,1817.0,51.0,817.0,0
giro-d-italia,2022,14,147.0,3167.0,247.0,817.0,15.0
giro-d-italia,2022,15,177.0,4019.0,301.0,817.0,91.1
giro-d-italia,2022,16,202.0,5268.0,376.0,817.0,7.0
giro-d-italia,2022,17,168.0,3950.0,347.0,817.0,35.0
giro-d-italia,2022,18,156.0,1219.0,34.0,817.0,0
giro-d-italia,2022,19,178.0,3489.0,262.0,817.0,0
giro-d-italia,2022,20,168.0,4718.0,392.0,817.0,32.0
giro-d-italia,2022,21,17.4,317.0,30.0,817.0,23.0
giro-d-italia,2023,1,19.6,171.0,11.0,835.0,22.0
giro-d-italia,2023,2,202.0,1831.0,51.0,835.0,0
giro-d-italia,2023,3,213.0,1777.0,92.0,835.0,0
giro-d-italia,2023,4,175.0,3667.0,207.0,835.0,2.0
giro-d-italia,2023,5,171.0,2529.0,77.0,835.0,0
giro-d-italia,2023,6,162.0,2581.0,92.0,835.0,0
giro-d-italia,2023,7,218.0,4143.0,253.0,835.0,9.0
giro-d-italia,2023,8,207.0,2790.0,180.0,835.0,109.1
giro-d-italia,2023,9,35.0,84.0,0.0,835.0,1.0
giro-d-italia,2023,10,196.0,3020.0,76.0,835.0,0
giro-d-italia,2023,11,219.0,2430.0,60.0,835.0,0
giro-d-italia,2023,12,185.0,2348.0,112.0,835.0,0
giro-d-italia,2023,13,74.6,2456.0,283.0,835.0,6.0
giro-d-italia,2023,14,194.0,2336.0,68.0,835.0,0
giro-d-italia,2023,15,195.0,4040.0,202.0,835.0,0
giro-d-italia,2023,16,203.0,5852.0,456.0,835.0,0
giro-d-italia,2023,17,197.0,523.0,5.0,835.0,0
giro-d-italia,2023,18,161.0,4153.0,362.0,835.0,0
giro-d-italia,2023,19,183.0,5423.0,478.0,835.0,51.0
giro-d-italia,2023,20,18.6,1070.0,197.0,835.0,40.0
giro-d-italia,2023,21,126.0,692.0,21.0,835.0,0
giro-d-italia,2024,1,140.0,1851.0,145.0,721.0,0
giro-d-italia,2024,2,161.0,2310.0,222.0,721.0,27.0
giro-d-italia,2024,3,166.3,865.0,35.0,721.0,0
giro-d-italia,2024,4,190.0,2151.0,44.0,721.0,0
giro-d-italia,2024,5,178.0,2197.0,59.0,721.0,0
giro-d-italia,2024,6,180.0,2118.0,102.0,721.0,0
giro-d-italia,2024,7,40.6,408.0,42.0,721.0,17.0
giro-d-italia,2024,8,152.0,3658.0,265.0,721.0,0
giro-d-italia,2024,9,214.0,1574.0,77.0,721.0,0
giro-d-italia,2024,10,142.0,3029.0,267.0,721.0,29.0
giro-d-italia,2024,11,207.0,1830.0,36.0,721.0,0
giro-d-italia,2024,12,193.0,2162.0,95.0,721.0,31.0
giro-d-italia,2024,13,179.0,202.0,0.0,721.0,0
giro-d-italia,2024,14,31.2,250.0,9.0,721.0,28.0
giro-d-italia,2024,15,222.0,5724.0,397.0,721.0,29.0
giro-d-italia,2024,16,118.4,2151.0,234.0,721.0,16.0
giro-d-italia,2024,17,159.0,4087.0,341.0,721.0,84.1
giro-d-italia,2024,18,178.0,873.0,18.0,721.0,0
giro-d-italia,2024,19,157.0,3251.0,258.0,721.0,54.0
giro-d-italia,2024,20,184.0,4540.0,316.0,721.0,127.2
giro-d-italia,2024,21,125.0,676.0,13.0,721.0,0
